airport,type,city,country,iata,icao,faa
Flying Cloud,Small,Minneapolis,United,FCM,KFCM,FCM
Nordholz Naval Airbase,Medium,Cuxhaven,Germany,FCN,ETMN,
Leonardo da Vinci–Fiumicino,Large,Rome,Italy,FCO,LIRF,
Butts AAF (Fort Carson) Air Field,Medium,Fort,United,FCS,KFCS,FCS
Vagabond Army,Heliport,Yakima,United,FCT,KFCT,FCT
Fundación,Small,Fundación,Colombia,FDA,SKFU,
Førde,Small,Førde,Norway,FDE,ENBL,
Martinique Aimé Césaire International,Medium,Fort-de-France,Martinique,FDF,TFFF,
Friedrichshafen,Medium,Friedrichshafen,Germany,FDH,EDNY,
Frederick Municipal,Small,Frederick,United,FDK,KFDK,FDK
Airport,Type,City,Country,IATA,ICAO,FAA
San Fernando,Medium,San,Argentina,FDO,SADF,
Bandundu,Medium,,Congo,FDU,FZBO,
Findlay,Medium,Findlay,United,FDY,KFDY,FDY
Fetlar,Small,Fetlar,United,FEA,,
Sanfebagar,Small,Sanfebagar,Nepal,FEB,VNSR,
João Durval Carneiro,Small,Feira,Brazil,FEC,SBFE,
Fergana International,Small,Fergana,Uzbekistan,FEG,UTFF,
Ferkessedougou,Small,Ferkessedougou,Côte,FEK,DIFK,
Fürstenfeldbruck,Medium,Fürstenfeldbruck,Germany,FEL,ETSF,
Fernando de Noronha,Medium,Fernando,Brazil,FEN,SBFN,
Albertus,Small,Freeport,United,FEP,KFEP,FEP
Francis E Warren Air Force Base,Heliport,Cheyenne,United,FEW,KFEW,FEW
Saïss,Medium,Fes,Morocco,FEZ,GMFF,
First Flight,Small,Kill,United,FFA,KFFA,FFA
RAF Fairford,Large,Fairford,United,FFD,EGVA,
Airport,Type,City,Country,IATA,ICAO,FAA
Fergus Falls Municipal - Einar Mickelson Field,Small,Fergus,United,FFM,KFFM,FFM
Wright-Patterson Air Force Base,Large,Dayton,United,FFO,KFFO,FFO
Futaleufú,Small,Futaleufu,Chile,FFU,SCFT,
Fderik,Small,Fderik,Mauritania,FGD,GQPF,
Fagali'i,Small,Apia,Samoa,FGI,NSFI,
Fox,Heliport,Fox,New,FGL,NZFH,
Fangatau,Medium,,French,FGU,NTGB,
"Fernandina Beach Municipal
Closed",Closed,Fernandina,United,FHB,KFHB,
Sierra Vista Municipal Libby Army Air Field,Medium,Fort,United,FHU,KFHU,FHU
Fakahina,Small,Fakahina,French,FHZ,NTKH,
"Fire Cove
Closed",Closed,Fire,United,FIC,,
Elizabeth Field,Small,Fishers,United,FID,0B8,0B8
Fair Isle,Medium,Fair,United,FIE,EGEF,
Fria,Small,Fria,Guinea,FIG,GUFA,
Ndjili International,Medium,Kinshasa,Congo,FIH,FZAA,
Airport,Type,City,Country,IATA,ICAO,FAA
Finke,Small,Finke,Australia,FIK,YFNE,
Fillmore Municipal,Small,Fillmore,United,FIL,KFOM,FOM
Finschhafen,Small,Buki,Papua,FIN,AYFI,
Five Finger CG,Heliport,Five,United,FIV,2AK3,2AK3
Fitzroy Crossing,Medium,,Australia,FIZ,YFTZ,
Fujairah International,Medium,,United,FJR,OMFJ,
Karlsruhe Baden-Baden,Large,Baden-Baden,Germany,FKB,EDSB,
"Sculthorp RAF
Closed",Closed,Fakenham,United,FKH,,
Bangoka International,Medium,Kisangani,Congo,FKI,FZIC,
Fukui,Medium,,Japan,FKJ,RJNF,
Venango Regional,Medium,Franklin,United,FKL,KFKL,FKL
Fakfak,Medium,Fakfak-Papua,Indonesia,FKQ,WASF,
Fukushima,Medium,Sukagawa,Japan,FKS,RJSF,
Gustavo Artunduaga Paredes,Medium,Florencia,Colombia,FLA,SKFL,
Cangapara,Small,Floriano,Brazil,FLB,SNQG,
Airport,Type,City,Country,IATA,ICAO,FAA
"Falls Creek
Closed",Closed,Falls,Australia,FLC,,
Fond du Lac County,Small,Fond,United,FLD,KFLD,FLD
"Fort Lee Army Airfield
Closed",Closed,Fort,United,FLE,,
Flensburg-Schäferhaus,Small,Flensburg,Germany,FLF,EDXF,
Flagstaff Pulliam,Medium,Flagstaff,United,FLG,KFLG,FLG
Flotta Isle,Small,Flotta,United,FLH,EGZR,
Holt,Small,Flateyri,Iceland,FLI,BIHT,
"Falls Bay
Closed",Closed,Falls,United,FLJ,,
Fort Lauderdale Hollywood International,Large,Fort,United,FLL,KFLL,FLL
Filadelfia,Small,Filadelfia,Paraguay,FLM,SGFI,
Hercílio Luz International,Large,Florianópolis,Brazil,FLN,SBFL,
Florence Regional,Medium,Florence,United,FLO,KFLO,FLO
Marion County Regional,Small,Flippin,United,FLP,KFLP,FLP
Peretola,Medium,Firenze,Italy,FLR,LIRQ,
Flinders Island,Small,Flinders,Australia,FLS,YFLI,
Flat,Small,Flat,United,FLT,FLT,FLT
"Flushing
Closed",Closed,Queens,United,FLU,KFLU,
Sherman Army Air Field,Small,Fort,United,FLV,KFLV,FLV
Flores,Medium,Santa,Portugal,FLW,LPFL,
Finley,Small,,Australia,FLY,YFIL,
Formosa,Medium,Formosa,Argentina,FMA,SARF,
"Five Mile
Closed",Closed,Five,United,FMC,PAFV,
Tipton,Medium,Fort,United,FME,KFME,FME
Flamingo,Small,Brasilito,Costa,FMG,MRFL,
Cape Cod Coast Guard Air Station,Small,Falmouth,United,FMH,KFMH,FMH
Airport,Type,City,Country,IATA,ICAO,FAA
Kalemie,Medium,,Congo,FMI,FZRF,
Memmingen Allgau,Medium,Memmingen,Germany,FMM,EDJA,
Four Corners Regional,Medium,Farmington,United,FMN,KFMN,FMN
Münster Osnabrück,Large,Münster,Germany,FMO,EDDG,
Fort Madison Municipal,Small,Fort,United,FMS,KFSW,FSW
Florence Municipal,Small,Florence,United,FMU,,6S2
Page Field,Medium,Fort,United,FMY,KFMY,FMY
Lungi International,Medium,Freetown,Sierra,FNA,GFLL,
Neubrandenburg,Airport,Neubrandenburg,Germany,FNB,EDBN,
Madeira,Medium,Funchal,Portugal,FNC,LPMA,
Fane,Small,Fane,Papua,FNE,AYFA,
Fada N'gourma,Small,Fada,Burkina,FNG,DFEF,
Fincha,Small,Fincha,Ethiopia,FNH,HAFN,
Nîmes-Arles-Camargue,Medium,Nîmes/Garons,France,FNI,LFTW,
Pyongyang Sunan International,Medium,Pyongyang,North,FNJ,ZKPY,
Airport,Type,City,Country,IATA,ICAO,FAA
"Fin Creek
Closed",Closed,Fin,United,FNK,,
Fort Collins Loveland Municipal,Small,Fort,United,FNL,KFNL,FNL
Funter Bay,Seaplane,Funter,United,FNR,PANR,FNR
Bishop International,Medium,Flint,United,FNT,KFNT,FNT
Oristano-Fenosu,Small,Oristano,Italy,FNU,LIER,
Foula,Small,Foula,United,FOA,EGFO,
Fort Bragg,Small,Fort,United,FOB,82CL,82CL
Fuzhou Changle International,Large,Fuzhou,China,FOC,ZSFZ,
Fort Dodge Regional,Medium,Fort,United,FOD,KFOD,FOD
Topeka Regional - Forbes Field,Medium,Topeka,United,FOE,KFOE,FOE
"Foggia ""Gino Lisa""",Medium,Foggia,Italy,FOG,LIBF,
Francis S Gabreski,Small,Westhampton,United,FOK,KFOK,FOK
Foumban Nkounja,Medium,Foumban,Cameroon,FOM,FKKM,
Arenal,Small,La,Costa,FON,MRAN,
Kornasoren Airfield,Small,Kornasoren-Numfoor,Indonesia,FOO,WABF,
Airport,Type,City,Country,IATA,ICAO,FAA
"Fort Gillem
Closed",Closed,Fort,United,FOP,65GA,65GA
Pinto Martins International,Medium,Fortaleza,Brazil,FOR,SBFZ,
Forrest,Medium,,Australia,FOS,YFRT,
Forster (Wallis Is),Small,,Australia,FOT,YFST,
Fougamou,Small,Fougamou,Gabon,FOU,FOGF,
"Fox
Closed",Closed,Fox,United,FOX,,
"Foya
Closed",Closed,Foya,Liberia,FOY,,
Grand Bahama International,Medium,Freeport,Bahamas,FPO,MYGF,
St Lucie County International,Medium,Fort,United,FPR,KFPR,FPR
Perry-Foley,Small,Perry,United,FPY,40J,40J
Frankfurt am Main,Large,Frankfurt,Germany,FRA,EDDF,
Forbes,Medium,Forbes,Australia,FRB,YFBS,
Franca,Small,Franca,Brazil,FRC,SIMK,
Friday Harbor,Small,Friday,United,FRD,KFHR,FHR
Fera/Maringe,Small,Fera,Solomon,FRE,AGGF,
Airport,Type,City,Country,IATA,ICAO,FAA
Oschersleben Glider Field,Small,Oschersleben,Germany,FRF,EDOL,
Republic,Medium,Farmingdale,United,FRG,KFRG,FRG
French Lick Municipal,Small,French,United,FRH,KFRH,FRH
Marshall Army Air Field,Medium,Fort,United,FRI,KFRI,FRI
"Fréjus
Closed",Closed,Fréjus,France,FRJ,LFTU,
Frégate Island,Small,Frégate,Seychelles,FRK,FSSF,
Forlì,Medium,Forlì,Italy,FRL,LIPK,
Fairmont Municipal,Small,Fairmont,United,FRM,KFRM,FRM
Bryant Army,Heliport,Fort,United,FRN,PAFR,FRN
Florø,Medium,Florø,Norway,FRO,ENFL,
"Fresh Water Bay
Closed",Closed,Fresh,United,FRP,,
Feramin,Small,Feramin,Papua,FRQ,AYFE,
Front Royal Warren County,Small,Front,United,FRR,KFRR,FRR
Mundo Maya International,Medium,San,Guatemala,FRS,,
El Avellano,Small,Frutillar,Chile,FRT,SCEV,
Airport,Type,City,Country,IATA,ICAO,FAA
Manas International,Large,Bishkek,Kyrgyzstan,FRU,UCFM,
Francistown,Medium,Francistown,Botswana,FRW,FBFT,
Eastern Slopes Regional,Small,Fryeburg,United,FRY,KIZG,IZG
Fritzlar,Medium,Fritzlar,Germany,FRZ,ETHF,
Figari Sud-Corse,Medium,Figari,France,FSC,LFKF,
Joe Foss Field,Medium,Sioux,United,FSD,KFSD,FSD
Henry Post Army Air Field (Fort Sill),Medium,Fort,United,FSI,KFSI,FSI
"Fossil Downs
Closed",Closed,Fossil,Australia,FSL,,
Fort Smith Regional,Large,Fort,United,FSM,KFSM,FSM
"Haley Army Airfield
Closed",Closed,Fort,United,FSN,,
St Pierre,Medium,Saint-Pierre,Saint,FSP,LFVP,
RAF Kinloss,Medium,Kinloss,United,FSS,EGQK,
Fort Stockton Pecos County,Medium,Fort,United,FST,KFST,FST
Fort Sumner Municipal,Small,Fort,United,FSU,KFSU,FSU
Mt. Fuji Shizuoka,Large,Makinohara,Japan,FSZ,RJNS,
Airport,Type,City,Country,IATA,ICAO,FAA
Futuna,Small,Futuna,Vanuatu,FTA,NVVF,
El Calafate,Medium,El,Argentina,FTE,SAWC,
Fitiuta,Medium,Fitiuta,American,FTI,NSFQ,FAQ
Godman Army Air Field,Medium,Fort,United,FTK,KFTK,FTK
Tôlanaro,Medium,Tôlanaro,Madagascar,FTU,FMSD,
Fort Worth Meacham International,Large,Fort,United,FTW,KFTW,FTW
Owando,Medium,Owando,Congo,FTX,FCOO,
Fulton County Brown Field,Medium,Atlanta,United,FTY,KFTY,FTY
"Fulleborn
Closed",Closed,Fulleborn,Papua,FUB,,
Fuerteventura,Medium,Fuerteventura,Spain,FUE,GCFV,
Fuyang Xiguan,Medium,Fuyang,China,FUG,ZSFY,
Fukue,Medium,Goto,Japan,FUJ,RJFE,
Fukuoka,Large,Fukuoka,Japan,FUK,RJFF,
Fullerton Municipal,Small,Fullerton,United,FUL,KFUL,FUL
Fuma,Small,Fuma,Papua,FUM,AYFU,
Funafuti International,Medium,Funafuti,Tuvalu,FUN,NGFU,
Foshan Shadi,Medium,Foshan,China,FUO,ZGFS,
Pointe Vele,Medium,Futuna,Wallis,FUT,NLWF,
Flora Valley,Small,,Australia,FVL,YFLO,
Fuvahmulah,Small,Fuvahmulah,Maldives,FVM,VRMR,
Oombulgurri,Small,Forrest,Australia,FVR,YFRV,
Fort Wayne International,Large,Fort,United,FWA,KFWA,FWA
NAS Fort Worth JRB/Carswell Field,Medium,Fort,United,FWH,KNFW,NFW
Farewell,Small,Farewell,United,FWL,,0AA4
"Heliport
Closed",Closed,Fort,United,FWM,,
Airport,Type,City,Country,IATA,ICAO,FAA
Fort Lauderdale Executive,Medium,Fort,United,FXE,KFXE,FXE
"Flaxman Island Airstrip
Closed",Closed,Flaxman,United,FXM,,
Cuamba,Small,Cuamba,Mozambique,FXO,FQCB,
Dongji Aiport,Medium,Fuyuan,China,FYJ,ZYFY,
Fuyun Koktokay,Medium,Fuyun,China,FYN,ZWFY,
Faya Largeau,Medium,,Chad,FYT,FTTY,
Fort Yukon,Medium,Fort,United,FYU,PFYU,FYU
Drake Field,Medium,Fayetteville,United,FYV,KFYV,FYV
Fray Bentos,Small,Fray,Uruguay,FZB,,
"Bristol Filton
Closed",Closed,Bristol,United,FZO,EGTG,
Guamal,Airport,Guamal,Colombia,GAA,,
Gabbs,Small,Gabbs,United,GAB,KGAB,GAB
Celaque,Small,Gracias,Honduras,GAC,MHGS,
Northeast Alabama Regional,Small,Gadsden,United,GAD,KGAD,GAD
Gabès Matmata International,Medium,Gabès,Tunisia,GAE,DTTG,
Gafsa Ksar International,Medium,Gafsa,Tunisia,GAF,DTTF,
Gage,Small,Gage,United,GAG,KGAG,GAG
Gayndah,Small,,Australia,GAH,YGAY,
Montgomery County Airpark,Small,Gaithersburg,United,GAI,KGAI,GAI
Yamagata,Medium,Yamagata,Japan,GAJ,RJSC,
"Gakona
Closed",Closed,Gakona,United,GAK,,
Edward G. Pitka Sr,Medium,Galena,United,GAL,PAGA,GAL
Gambell,Medium,Gambell,United,GAM,PAGM,GAM
Gan International,Medium,Gan,Maldives,GAN,VRMG,
Mariana Grajales,Medium,Guantánamo,Cuba,GAO,MUGT,
Airport,Type,City,Country,IATA,ICAO,FAA
Gusap,Small,Gusap,Papua,GAP,AYGP,
Gao,Medium,,Mali,GAQ,GAGO,
Garaina,Small,Garaina,Papua,GAR,AYGI,
Garissa,Small,Garissa,Kenya,GAS,HKGA,
Gap - Tallard,Small,Avignon,France,GAT,LFNA,
Lokpriya Gopinath Bordoloi International,Medium,Guwahati,India,GAU,VEGT,
Gag Island,Small,Gag,Indonesia,GAV,,
Gangaw,Small,Gangaw,Burma,GAW,VYGG,
Gamba,Small,Gamba,Gabon,GAX,,
Gaya,Medium,,India,GAY,VEGY,
Guasopa,Small,Woodlark,Papua,GAZ,AYGJ,
Cotswold,Small,Kemble,United,GBA,EGBP,
Gabala International,Medium,Gabala,Azerbaijan,GBB,UBBQ,
Gasuke,Small,Gasuke,Papua,GBC,AYGS,
Great Bend Municipal,Small,Great,United,GBD,KGBD,GBD
Airport,Type,City,Country,IATA,ICAO,FAA
Sir Seretse Khama International,Medium,Gaborone,Botswana,GBE,FBSK,
Negarbo(Negabo),Small,Negarbo,Papua,GBF,AYNE,
Galesburg Municipal,Small,Galesburg,United,GBG,KGBG,GBG
Galbraith Lake,Small,Galbraith,United,GBH,PAGB,GBH
Auxiliary Airfield,Small,Grand,Bahamas,GBI,MYGM,
Les Bases,Medium,Grand,Guadeloupe,GBJ,TFFM,
Gbangbatok,Small,Gbangbatok,Sierra,GBK,GFGK,
South Goulburn Is,Small,,Australia,GBL,YGBI,
"Garbaharey
Closed",Closed,Garbaharey,Somalia,GBM,,
"San Giovanni Rotondo
Closed",Closed,San,Italy,GBN,,
"Baltimore Greenbelt T
Closed",Closed,Baltimore,United,GBO,,
Gamboola,Small,,Australia,GBP,YGAM,
Walter J. Koladza,Small,Great,United,GBR,KGBR,GBR
"Port Fitzroy
Closed",Closed,Port,New,GBS,,
Gorgan,Medium,Gorgan,Iran,GBT,OING,
Airport,Type,City,Country,IATA,ICAO,FAA
Khashm El Girba,Small,Khashm,Sudan,GBU,HSKG,
Gibb River,Small,,Australia,GBV,YGIB,
Great Barrier Aerodrome,Small,Claris,New,GBZ,NZGB,
Guacamayas,Small,Guacamayas,Colombia,GCA,,
Gillette Campbell County,Medium,Gillette,United,GCC,KGCC,GCC
Grand Coulee Dam,Small,Electric,United,GCD,3W7,3W7
Gachsaran,Medium,Gachsaran,Iran,GCH,OIAH,
Guernsey,Medium,Saint,Guernsey,GCI,EGJB,
Grand Central,Medium,Midrand,South,GCJ,FAGC,
Garden City Regional,Medium,Garden,United,GCK,KGCK,GCK
Owen Roberts International,Large,Georgetown,Cayman,GCM,MWCR,
Grand Canyon National Park,Medium,Grand,United,GCN,KGCN,GCN
Gravatai,Small,Gravatai,Brazil,GCV,,
Grand Canyon West,Small,Peach,United,GCW,K1G4,1G4
"Gounda
Closed",Closed,Gounda,Central,GDA,,
Airport,Type,City,Country,IATA,ICAO,FAA
Donaldson Center,Small,Greenville,United,GDC,KGYH,GYH
Gordon Downs,Small,Gordon,Australia,GDD,YGDN,
Gode,Medium,Gode,Ethiopia,GDE,HAGO,
Magdagachi,Small,Magdagachi,Russia,GDG,UHBI,
Golden Horn Lodge,Seaplane,Golden,United,GDH,3Z8,3Z8
Gordil,Small,Melle,Central,GDI,FEGL,
Gandajika,Small,Gandajika,Congo,GDJ,FZWC,
Don Miguel Hidalgo Y Costilla International,Large,Guadalajara,Mexico,GDL,MMGL,
Gdańsk Lech Wałęsa,Large,Gdańsk,Poland,GDN,EPGD,
Guasdalito,Medium,,Venezuela,GDO,SVGD,
Guadalupe,Small,Guadalupe,Brazil,GDP,SNGD,
Gonder,Medium,Gondar,Ethiopia,GDQ,HAGN,
JAGS McCartney International,Medium,Cockburn,Turks,GDT,MBGT,
Dawson Community,Medium,Glendive,United,GDV,KGDV,GDV
Gladwin Zettel Memorial,Small,Gladwin,United,GDW,KGDW,GDW
Airport,Type,City,Country,IATA,ICAO,FAA
Sokol,Medium,Magadan,Russia,GDX,UHMM,
Gelendzhik,Medium,Gelendzhik,Russia,GDZ,URKG,
Nouméa Magenta,Medium,Nouméa,New,GEA,NWWM,
Gebe,Small,Gebe,Indonesia,GEB,WAMJ,
Geçitkale Air Base,Medium,Geçitkale,Cyprus,GEC,LCGK,
Sussex County,Small,Georgetown,United,GED,KGED,GED
Georgetown (Tas),Small,,Australia,GEE,YGTO,
Geva,Small,Liangia,Solomon,GEF,AGEV,
Spokane International,Large,Spokane,United,GEG,KGEG,GEG
"Green Islands
Closed",Closed,Green,Papua,GEI,,
"Ganes Creek
Closed",Closed,Ganes,United,GEK,,
Santo Ângelo,Medium,Santo,Brazil,GEL,SBNM,
Cheddi Jagan International,Medium,Georgetown,Guyana,GEO,SYCJ,
Rafael Cabrera,Medium,Nueva,Cuba,GER,MUNG,
General Santos International,Medium,General,Philippines,GES,RPMR,
Airport,Type,City,Country,IATA,ICAO,FAA
Geraldton,Medium,Geraldton,Australia,GET,YGEL,
Gällivare,Medium,Gällivare,Sweden,GEV,ESNG,
Gewoia,Small,Gewoia,Papua,GEW,AYGC,
"Geelong
Closed",Closed,,Australia,GEX,YGLG,
Grovedale,Small,,Australia,GEX,YGLG,
South Big Horn County,Small,Greybull,United,GEY,KGEY,GEY
Malmstrom Air Force Base,Heliport,Great,United,GFA,KGFA,GFA
"Togiak Fish
Closed",Closed,Togiak,United,GFB,,
Pope Field,Small,Greenfield,United,GFD,KGFD,GFD
Grenfell,Small,Grenfell,Australia,GFE,YGNF,
Griffith,Medium,Griffith,Australia,GFF,YGTH,
Grand Forks International,Medium,Grand,United,GFK,KGFK,GFK
Floyd Bennett Memorial,Medium,Glens,United,GFL,KGFL,GFL
Grafton,Medium,,Australia,GFN,YGFN,
Bartica A,Small,Bartica,Guyana,GFO,SYBT,
Granville,Medium,Granville,France,GFR,LFRF,
Grootfontein,Medium,Grootfontein,Namibia,GFY,FYGF,
Gregory Downs,Small,,Australia,GGD,YGDS,
Georgetown County,Small,Georgetown,United,GGE,KGGE,GGE
East Texas Regional,Medium,Longview,United,GGG,KGGG,GGG
Gilgal,Small,Villa,Colombia,GGL,,
Kakamega,Small,Kakamega,Kenya,GGM,HKKG,
Gagnoa,Small,Gagnoa,Côte,GGN,DIGA,
Guiglo,Small,Guiglo,Côte,GGO,DIGL,
"Garowe
Closed",Closed,Garowe,Somalia,GGR,,
Airport,Type,City,Country,IATA,ICAO,FAA
Gobernador Gregores,Small,Gobernador,Argentina,GGS,SAWR,
Exuma International,Medium,George,Bahamas,GGT,MYEF,
Wokal Field Glasgow International,Medium,Glasgow,United,GGW,KGGW,GGW
Noumérat - Moufdi Zakaria,Medium,Ghardaïa,Algeria,GHA,DAUG,
Governor's Harbour,Medium,Governor's,Bahamas,GHB,MYEM,
Great Harbour Cay,Medium,,Bahamas,GHC,MYBG,
"Ghimbi
Closed",Closed,Ghimbi,Ethiopia,GHD,,
"Garachiné
Closed",Closed,Garachiné,Panama,GHE,,
"Gush Katif
Closed",Closed,Khan,Palestinian,GHK,LLAZ,
Centerville Municipal,Small,Centerville,United,GHM,KGHM,GHM
Guanghan,Small,Civil,China,GHN,ZUGH,
Ghat,Medium,Ghat,Libya,GHT,HLGT,
Gualeguaychu,Medium,Gualeguaychu,Argentina,GHU,SAAG,
Gibraltar,Medium,Gibraltar,Gibraltar,GIB,LXGB,
Boigu,Small,,Australia,GIC,YBOI,
Airport,Type,City,Country,IATA,ICAO,FAA
Gitega,Small,Gitega,Burundi,GID,HBBE,
Winter Haven Municipal - Gilbert Field,Small,Winter,United,GIF,KGIF,GIF
Rio Galeão – Tom Jobim International,Large,Rio,Brazil,GIG,SBGL,
Siguiri,Small,Siguiri,Guinea,GII,GUSI,
Gilgit,Medium,Gilgit,Pakistan,GIL,OPGT,
"Miele Mimbale
Closed",Closed,Miele,Gabon,GIM,,
Santiago Vila,Medium,Girardot,Colombia,GIR,SKGI,
Gisborne,Medium,Gisborne,New,GIS,NZGS,
Mchauru,Small,Geita,Tanzania,GIT,HTRU,
Sigiriya Air Force Base,Small,Sigiriya,Sri,GIU,VCCS,
Giyani,Small,Giyani,South,GIY,FAGI,
Jizan Regional,Medium,Jizan,Saudi,GIZ,OEGN,
La Laguna,Medium,Guanaja,Honduras,GJA,MHNJ,
Jijel Ferhat Abbas,Medium,Jijel,Algeria,GJL,DAAV,
Guajará-Mirim,Medium,Guajará-Mirim,Brazil,GJM,SBGM,
Airport,Type,City,Country,IATA,ICAO,FAA
Gjögur,Small,Gjögur,Iceland,GJR,BIGJ,
Grand Junction Regional,Medium,Grand,United,GJT,KGJT,GJT
Goroka,Medium,Goronka,Papua,GKA,AYGA,
Imroz,Small,Gökçeada,Turkey,GKD,LTFK,
Geilenkirchen Air Base,Medium,,Germany,GKE,ETNG,
Palungtar,Small,Gorkha,Nepal,GKH,VNGK,
Kooddoo,Small,Huvadhu,Maldives,GKK,VRMO,
Great Keppel Is,Small,Great,Australia,GKL,YGKL,
Gulkana,Medium,Gulkana,United,GKN,PAGK,GKN
"Kongoboumba
Closed",Closed,Kongoboumba,Gabon,GKO,,
Gatlinburg-Pigeon Forge,Small,Sevierville,United,GKT,KGKT,GKT
Glasgow International,Large,Glasgow,United,GLA,EGPF,
San Carlos Apache,Small,Globe,United,GLB,P13,P13
Geladi,Small,Geladi,Ethiopia,GLC,HAGL,
Renner Field-Goodland Municipal,Medium,Goodland,United,GLD,KGLD,GLD
Airport,Type,City,Country,IATA,ICAO,FAA
Golfito,Medium,Golfito,Costa,GLF,MRGF,
Glengyle,Small,,Australia,GLG,YGLE,
Mid Delta Regional,Medium,Greenville,United,GLH,KGLH,GLH
Glen Innes,Medium,,Australia,GLI,YGLI,
La Jagua,Small,Garzón,Colombia,GLJ,SKGZ,
Galcaio,Small,Galcaio,Somalia,GLK,HCMR,
Gol,Small,Klanten,Norway,GLL,ENKL,
Glenormiston,Small,,Australia,GLM,YGLO,
Goulimime,Small,Goulimime,Morocco,GLN,GMAG,
Gloucestershire,Medium,Staverton,United,GLO,EGBJ,
Gulgubip,Small,Gulgubip,Papua,GLP,AYUP,
"Glennallen
Closed",Closed,Glennallen,United,GLQ,,
Gaylord Regional,Small,Gaylord,United,GLR,KGLR,GLR
Scholes International At Galveston,Medium,Galveston,United,GLS,KGLS,GLS
Gladstone,Medium,Gladstone,Australia,GLT,YGLA,
Airport,Type,City,Country,IATA,ICAO,FAA
Gelephu,Medium,Gelephu,Bhutan,GLU,VQGP,
Golovin,Small,Golovin,United,GLV,PAGL,GLV
Gamarmalamo,Small,Galela-Celebes,Indonesia,GLX,WAMA,
"Goldsworthy
Closed",Closed,Goldsworthy,Australia,GLY,,
Gilze Rijen Air Base,Medium,Breda,Netherlands,GLZ,EHGR,
Gemena,Medium,Gemena,Congo,GMA,FZFK,
Gambella,Medium,Gambela,Ethiopia,GMB,HAGM,
Guerima,Airport,Guerima,Colombia,GMC,,
Ben Slimane,Small,Ben,Morocco,GMD,GMMB,
Gomel,Medium,Gomel,Belarus,GME,UMGG,
Gasmata Island,Small,Gasmata,Papua,GMI,AYGT,
Gostomel,Medium,Kiev,Ukraine,GML,UKKM,
Gamboma,Small,Gamboma,Congo,GMM,FCOG,
Greymouth,Small,,New,GMN,NZGM,
Gombe Lawanti International,Medium,Gombe,Nigeria,GMO,DNGO,
Airport,Type,City,Country,IATA,ICAO,FAA
Gimpo International,Large,Seoul,South,GMP,RKSS,
Golog Maqin,Medium,Golog,China,GMQ,,
Totegegie,Medium,,French,GMR,NTGJ,
Granite Mountain Air Station,Small,Granite,United,GMT,PAGZ,GSZ
Greenville Downtown,Medium,Greenville,United,GMU,KGMU,GMU
Monument Valley,Small,Goulding's,United,GMV,UT25,UT25
"Rheindahlen
Closed",Closed,Rheindahlen,Germany,GMY,,
La Gomera,Small,"Alajero,",Spain,GMZ,GCGM,
Hrodna,Medium,Hrodna,Belarus,GNA,UMMG,
Grenoble-Isère,Medium,Grenoble/Saint-Geoirs,France,GNB,LFLS,
Point Salines International,Medium,Saint,Grenada,GND,TGPY,
"Ghent
Closed",Closed,Ghent,Belgium,GNE,,
Gansner Field,Small,Quincy,United,GNF,K2O1,2O1
Gooding Municipal,Small,Gooding,United,GNG,KGNG,GNG
Lyudao,Small,Lyudao,Taiwan,GNI,RCGI,
Guanambi,Small,Guanambi,Brazil,GNM,SNGI,
Ghinnir,Small,Ghinnir,Ethiopia,GNN,HAGH,
Dr. Arturo H. Illia,Small,General,Argentina,GNR,SAHR,
Binaka,Medium,Gunung,Indonesia,GNS,WIMB,
Grants-Milan Municipal,Small,Grants,United,GNT,KGNT,GNT
Goodnews,Small,Goodnews,United,GNU,GNU,GNU
Gainesville Regional,Medium,Gainesville,United,GNV,KGNV,GNV
Şanlıurfa GAP,Medium,Şanlıurfa,Turkey,GNY,LTCS,
Ghanzi,Small,Ghanzi,Botswana,GNZ,FBGZ,
Genoa Cristoforo Colombo,Large,Genova,Italy,GOA,LIMJ,
Airport,Type,City,Country,IATA,ICAO,FAA
Robe,Small,Goba,Ethiopia,GOB,HAGB,
Gora Airstrip,Small,Gora,Papua,GOC,AYGX,
Gonaili,Small,Gonaili,Papua,GOE,AYGL,
"Goodfellow AFB
Closed",Closed,San,United,GOF,,
Gobabis,Small,Gobabis,Namibia,GOG,FYGB,
Godthaab / Nuuk,Medium,Nuuk,Greenland,GOH,BGGH,
Dabolim,Large,Vasco,India,GOI,VOGO,
Nizhny Novgorod Strigino International,Medium,Nizhny,Russia,GOJ,UWGG,
Guthrie-Edmond Regional,Small,Guthrie,United,GOK,KGOK,GOK
Goma International,Medium,Goma,Congo,GOM,FZNA,
Groton New London,Medium,Groton,United,GON,KGON,GON
Goondiwindi,Small,,Australia,GOO,YGDI,
Gorakhpur,Medium,Gorakhpur,India,GOP,VEGK,
Golmud,Medium,Golmud,China,GOQ,ZLGM,
Gore,Small,Gore,Ethiopia,GOR,HAGR,
Airport,Type,City,Country,IATA,ICAO,FAA
"Gosford
Closed",Closed,Gosford,Australia,GOS,,
Gothenburg-Landvetter,Large,Gothenburg,Sweden,GOT,ESGG,
Garoua International,Medium,Garoua,Cameroon,GOU,FKKR,
Gove,Medium,Nhulunbuy,Australia,GOV,YPGV,
Gorna Oryahovitsa,Medium,Gorna,Bulgaria,GOZ,LBGO,
Araxos,Medium,Patras,Greece,GPA,LGRX,
